date,tournament,status,home_team,away_team,home_score,away_score,odds_1,odds_x,odds_2
06 Oct 2024,Superettan 2024,Finished,Trelleborg,Orgryte,1,0,2.36,3.60,2.96
05 Oct 2024,Superettan 2024,Finished,Gefle,Brage,2,1,4.75,4.13,1.70
05 Oct 2024,Superettan 2024,Finished,Varberg,Orebro,1,1,2.42,3.35,3.22
05 Oct 2024,Superettan 2024,Finished,Utsikten,Helsingborg,4,0,3.77,3.50,2.10
05 Oct 2024,Superettan 2024,Finished,Sandviken,Ostersund,3,1,1.63,4.26,5.03
04 Oct 2024,Superettan 2024,Finished,Landskrona,Skovde AIK,4,1,1.28,5.80,12.00
30 Sep 2024,Superettan 2024,Finished,Ostersund,Oddevold,0,2,2.35,3.30,3.52
30 Sep 2024,Superettan 2024,Finished,Oster,Utsikten,5,2,1.40,5.00,8.00
29 Sep 2024,Superettan 2024,Finished,Helsingborg,Gefle,4,0,1.50,4.66,6.60
28 Sep 2024,Superettan 2024,Finished,Orebro,Landskrona,1,0,2.38,3.50,3.13
28 Sep 2024,Superettan 2024,Finished,Brage,Sandviken,1,2,2.52,3.65,2.70
28 Sep 2024,Superettan 2024,Finished,Orgryte,Varberg,3,3,2.20,3.76,3.16
28 Sep 2024,Superettan 2024,Finished,Degerfors,Trelleborg,2,0,1.42,5.18,7.06
28 Sep 2024,Superettan 2024,Finished,Skovde AIK,Sundsvall,0,2,2.70,3.35,2.70
24 Sep 2024,Superettan 2024,Finished,Gefle,Ostersund,0,0,2.88,3.60,2.50
24 Sep 2024,Superettan 2024,Finished,Landskrona,Helsingborg,0,1,2.05,3.60,3.72
24 Sep 2024,Superettan 2024,Finished,Utsikten,Orgryte,1,1,2.74,3.60,2.57
23 Sep 2024,Superettan 2024,Finished,Sandviken,Degerfors,0,1,2.21,3.70,3.20
23 Sep 2024,Superettan 2024,Finished,Oddevold,Orebro,0,0,2.50,3.45,2.92
23 Sep 2024,Superettan 2024,Finished,Sundsvall,Oster,0,2,4.76,4.00,1.85
22 Sep 2024,Superettan 2024,Finished,Varberg,Brage,0,1,2.98,3.84,2.25
22 Sep 2024,Superettan 2024,Finished,Trelleborg,Skovde AIK,1,1,1.60,4.33,5.54
19 Sep 2024,Superettan 2024,Finished,Degerfors,Gefle,1,0,1.36,5.27,8.89
19 Sep 2024,Superettan 2024,Finished,Helsingborg,Oddevold,0,0,1.87,3.61,4.34
19 Sep 2024,Superettan 2024,Finished,Orgryte,Landskrona,2,1,3.11,3.65,2.26
18 Sep 2024,Superettan 2024,Finished,Brage,Utsikten,0,0,1.55,4.33,6.00
18 Sep 2024,Superettan 2024,Finished,Orebro,Sandviken,1,0,2.35,3.75,2.96
18 Sep 2024,Superettan 2024,Finished,Oster,Trelleborg,4,1,1.57,4.50,5.55
18 Sep 2024,Superettan 2024,Finished,Ostersund,Sundsvall,1,2,1.82,3.75,4.59
18 Sep 2024,Superettan 2024,Finished,Skovde AIK,Varberg,2,2,3.11,3.62,2.31
15 Sep 2024,Superettan 2024,Finished,Gefle,Orgryte,2,3,2.63,3.65,2.54
14 Sep 2024,Superettan 2024,Finished,Sundsvall,Brage,0,0,3.20,3.69,2.23
14 Sep 2024,Superettan 2024,Finished,Utsikten,Degerfors,0,3,3.49,3.50,2.19
14 Sep 2024,Superettan 2024,Finished,Sandviken,Skovde AIK,2,2,1.35,5.50,9.00
14 Sep 2024,Superettan 2024,Finished,Oddevold,Varberg,3,2,2.23,3.65,3.23
13 Sep 2024,Superettan 2024,Finished,Ostersund,Helsingborg,1,0,2.48,3.50,2.92
13 Sep 2024,Superettan 2024,Finished,Landskrona,Oster,0,0,2.50,3.57,2.86
13 Sep 2024,Superettan 2024,Finished,Trelleborg,Orebro,2,1,2.77,3.54,2.60
01 Sep 2024,Superettan 2024,Finished,Brage,Orgryte,0,2,1.72,4.20,4.51
01 Sep 2024,Superettan 2024,Finished,Skovde AIK,Gefle,0,1,2.79,3.50,2.80
01 Sep 2024,Superettan 2024,Finished,Helsingborg,Trelleborg,0,3,1.83,4.00,4.95
01 Sep 2024,Superettan 2024,Finished,Oddevold,Landskrona,0,3,2.87,3.30,2.65
31 Aug 2024,Superettan 2024,Finished,Oster,Sandviken,2,2,1.78,4.20,4.26
31 Aug 2024,Superettan 2024,Finished,Varberg,Utsikten,1,1,2.33,3.60,3.08
31 Aug 2024,Superettan 2024,Finished,Degerfors,Ostersund,2,0,1.78,4.00,5.10
31 Aug 2024,Superettan 2024,Finished,Orebro,Sundsvall,0,0,1.62,4.47,6.05
27 Aug 2024,Superettan 2024,Finished,Brage,Helsingborg,0,3,2.20,3.60,3.29
27 Aug 2024,Superettan 2024,Finished,Utsikten,Orebro,3,2,2.90,3.53,2.50
26 Aug 2024,Superettan 2024,Finished,Orgryte,Degerfors,1,3,3.10,3.63,2.35
26 Aug 2024,Superettan 2024,Finished,Landskrona,Varberg,1,4,1.68,4.20,4.93
26 Aug 2024,Superettan 2024,Finished,Sundsvall,Oddevold,3,0,2.42,3.50,2.90
25 Aug 2024,Superettan 2024,Finished,Sandviken,Trelleborg,4,0,1.72,4.29,4.33
25 Aug 2024,Superettan 2024,Finished,Gefle,Oster,2,1,5.00,4.30,1.66
25 Aug 2024,Superettan 2024,Finished,Ostersund,Skovde AIK,2,2,1.41,5.05,7.65
18 Aug 2024,Superettan 2024,Finished,Sandviken,Landskrona,2,0,2.27,3.70,3.18
18 Aug 2024,Superettan 2024,Finished,Degerfors,Brage,1,1,2.50,3.55,3.00
17 Aug 2024,Superettan 2024,Finished,Orebro,Gefle,4,1,1.48,4.91,6.50
17 Aug 2024,Superettan 2024,Finished,Skovde AIK,Helsingborg,1,3,5.42,4.00,1.66
17 Aug 2024,Superettan 2024,Finished,Oster,Orgryte,1,0,1.44,5.00,6.66
17 Aug 2024,Superettan 2024,Finished,Trelleborg,Ostersund,1,0,2.34,3.75,3.00
16 Aug 2024,Superettan 2024,Finished,Oddevold,Utsikten,2,1,2.14,3.52,3.60
16 Aug 2024,Superettan 2024,Finished,Varberg,Sundsvall,3,0,1.85,3.75,4.34
13 Aug 2024,Superettan 2024,Finished,Helsingborg,Degerfors,1,1,2.47,3.40,3.05
12 Aug 2024,Superettan 2024,Finished,Landskrona,Sundsvall,0,0,1.33,5.66,9.00
12 Aug 2024,Superettan 2024,Finished,Orgryte,Orebro,3,1,2.89,3.55,2.42
11 Aug 2024,Superettan 2024,Finished,Oddevold,Sandviken,2,2,2.75,3.65,2.86
10 Aug 2024,Superettan 2024,Finished,Ostersund,Oster,0,0,3.50,3.98,2.15
10 Aug 2024,Superettan 2024,Finished,Utsikten,Trelleborg,0,2,2.30,3.76,3.69
10 Aug 2024,Superettan 2024,Finished,Gefle,Varberg,0,4,2.10,3.75,3.39
09 Aug 2024,Superettan 2024,Finished,Brage,Skovde AIK,2,0,1.26,6.50,12.00
04 Aug 2024,Superettan 2024,Finished,Oster,Brage,0,2,1.73,4.09,4.71
04 Aug 2024,Superettan 2024,Finished,Trelleborg,Landskrona,1,3,3.12,3.56,2.31
04 Aug 2024,Superettan 2024,Finished,Skovde AIK,Orgryte,0,2,3.39,3.65,2.10
03 Aug 2024,Superettan 2024,Finished,Sandviken,Gefle,4,0,1.61,4.50,5.50
03 Aug 2024,Superettan 2024,Finished,Varberg,Helsingborg,0,3,3.15,3.55,2.27
03 Aug 2024,Superettan 2024,Finished,Degerfors,Oddevold,2,2,2.10,3.47,3.67
02 Aug 2024,Superettan 2024,Finished,Orebro,Ostersund,4,1,2.20,3.66,3.55
02 Aug 2024,Superettan 2024,Finished,Sundsvall,Utsikten,1,0,3.20,3.58,2.30
29 Jul 2024,Superettan 2024,Finished,Helsingborg,Oster,3,2,3.47,3.90,2.08
29 Jul 2024,Superettan 2024,Finished,Orgryte,Oddevold,4,2,2.82,3.58,2.47
28 Jul 2024,Superettan 2024,Finished,Brage,Orebro,2,0,1.88,3.70,4.15
28 Jul 2024,Superettan 2024,Finished,Landskrona,Gefle,0,2,1.52,4.50,6.10
28 Jul 2024,Superettan 2024,Finished,Sundsvall,Trelleborg,2,1,2.65,3.61,2.56
27 Jul 2024,Superettan 2024,Finished,Degerfors,Skovde AIK,2,0,1.45,4.68,7.36
27 Jul 2024,Superettan 2024,Finished,Ostersund,Varberg,2,1,1.82,4.00,4.10
27 Jul 2024,Superettan 2024,Finished,Utsikten,Sandviken,2,1,2.50,3.73,2.62
22 Jul 2024,Superettan 2024,Finished,Varberg,Landskrona,1,1,3.10,3.63,2.36
21 Jul 2024,Superettan 2024,Finished,Skovde AIK,Brage,1,0,4.50,3.95,1.83
21 Jul 2024,Superettan 2024,Finished,Ostersund,Degerfors,2,1,2.74,3.50,2.65
21 Jul 2024,Superettan 2024,Finished,Sandviken,Utsikten,1,2,1.87,4.00,4.33
20 Jul 2024,Superettan 2024,Finished,Orebro,Orgryte,0,0,2.19,3.75,3.32
20 Jul 2024,Superettan 2024,Finished,Gefle,Trelleborg,2,2,2.27,3.60,3.09
20 Jul 2024,Superettan 2024,Finished,Oddevold,Helsingborg,0,3,2.25,3.20,3.43
20 Jul 2024,Superettan 2024,Finished,Oster,Sundsvall,2,0,1.24,6.84,12.00
30 Jun 2024,Superettan 2024,Finished,Orgryte,Skovde AIK,2,0,1.68,4.02,4.98
30 Jun 2024,Superettan 2024,Finished,Trelleborg,Oster,1,4,4.33,4.05,1.75
30 Jun 2024,Superettan 2024,Finished,Landskrona,Ostersund,4,3,1.90,3.66,4.18
29 Jun 2024,Superettan 2024,Finished,Degerfors,Sandviken,4,1,2.47,3.55,3.00
29 Jun 2024,Superettan 2024,Finished,Utsikten,Oddevold,2,3,2.42,3.37,3.24
29 Jun 2024,Superettan 2024,Finished,Sundsvall,Orebro,1,3,3.01,3.48,2.42
28 Jun 2024,Superettan 2024,Finished,Brage,Gefle,2,2,1.55,4.50,6.50
28 Jun 2024,Superettan 2024,Finished,Helsingborg,Varberg,1,0,1.91,3.77,4.10
24 Jun 2024,Superettan 2024,Finished,Oster,Helsingborg,4,0,1.66,4.20,5.29
24 Jun 2024,Superettan 2024,Finished,Landskrona,Orgryte,4,3,1.78,3.91,5.00
24 Jun 2024,Superettan 2024,Finished,Orebro,Trelleborg,1,1,2.10,3.68,3.82
23 Jun 2024,Superettan 2024,Finished,Varberg,Gefle,4,3,1.92,3.78,4.00
23 Jun 2024,Superettan 2024,Finished,Skovde AIK,Sandviken,0,2,3.80,3.60,2.00
23 Jun 2024,Superettan 2024,Finished,Brage,Sundsvall,5,0,1.63,4.23,5.09
23 Jun 2024,Superettan 2024,Finished,Oddevold,Degerfors,1,1,3.00,3.30,2.57
23 Jun 2024,Superettan 2024,Finished,Ostersund,Utsikten,1,0,2.45,3.40,3.10
17 Jun 2024,Superettan 2024,Finished,Trelleborg,Brage,1,0,2.89,3.40,2.56
16 Jun 2024,Superettan 2024,Finished,Sandviken,Oddevold,2,0,2.04,3.70,3.75
16 Jun 2024,Superettan 2024,Finished,Helsingborg,Orebro,1,0,2.02,3.66,4.12
16 Jun 2024,Superettan 2024,Finished,Oster,Ostersund,1,1,1.52,4.51,6.06
15 Jun 2024,Superettan 2024,Finished,Skovde AIK,Degerfors,0,2,4.50,3.64,1.92
15 Jun 2024,Superettan 2024,Finished,Gefle,Landskrona,1,2,3.39,3.58,2.25
15 Jun 2024,Superettan 2024,Finished,Utsikten,Varberg,0,1,2.23,3.63,3.36
14 Jun 2024,Superettan 2024,Finished,Orgryte,Sundsvall,1,1,1.98,4.05,3.68
02 Jun 2024,Superettan 2024,Finished,Varberg,Skovde AIK,2,2,1.92,3.79,4.00
02 Jun 2024,Superettan 2024,Finished,Orgryte,Gefle,3,0,1.91,4.00,3.87
02 Jun 2024,Superettan 2024,Finished,Sundsvall,Helsingborg,1,3,2.84,3.40,2.54
02 Jun 2024,Superettan 2024,Finished,Orebro,Oddevold,2,2,2.36,3.30,3.18
01 Jun 2024,Superettan 2024,Finished,Landskrona,Trelleborg,2,0,1.78,3.78,4.55
01 Jun 2024,Superettan 2024,Finished,Brage,Oster,1,0,2.40,3.56,3.01
01 Jun 2024,Superettan 2024,Finished,Ostersund,Sandviken,0,2,2.33,3.62,3.01
01 Jun 2024,Superettan 2024,Finished,Degerfors,Utsikten,3,1,1.95,3.66,4.00
28 May 2024,Superettan 2024,Finished,Degerfors,Varberg,1,1,1.59,4.33,5.70
27 May 2024,Superettan 2024,Finished,Utsikten,Brage,1,0,2.65,3.41,2.74
27 May 2024,Superettan 2024,Finished,Trelleborg,Sundsvall,3,2,1.87,3.65,4.26
26 May 2024,Superettan 2024,Finished,Helsingborg,Landskrona,0,1,2.27,3.32,3.30
26 May 2024,Superettan 2024,Finished,Gefle,Orebro,3,1,2.40,3.43,3.13
26 May 2024,Superettan 2024,Finished,Oddevold,Ostersund,1,2,2.25,3.34,3.52
26 May 2024,Superettan 2024,Finished,Sandviken,Orgryte,3,1,2.00,3.81,3.61
26 May 2024,Superettan 2024,Finished,Skovde AIK,Oster,1,2,7.00,4.75,1.46
23 May 2024,Superettan 2024,Finished,Brage,Degerfors,0,1,2.30,3.62,3.50
23 May 2024,Superettan 2024,Finished,Varberg,Oddevold,2,1,2.64,3.33,2.76
23 May 2024,Superettan 2024,Finished,Orebro,Utsikten,0,1,2.36,3.35,3.20
22 May 2024,Superettan 2024,Finished,Ostersund,Gefle,4,3,1.79,3.93,4.70
22 May 2024,Superettan 2024,Finished,Helsingborg,Skovde AIK,0,1,1.64,4.20,5.60
22 May 2024,Superettan 2024,Finished,Oster,Landskrona,2,1,1.72,4.01,4.90
22 May 2024,Superettan 2024,Finished,Orgryte,Trelleborg,1,2,2.38,3.69,3.05
22 May 2024,Superettan 2024,Finished,Sundsvall,Sandviken,0,0,2.04,3.80,3.65
19 May 2024,Superettan 2024,Finished,Sandviken,Varberg,3,1,2.04,3.75,4.03
19 May 2024,Superettan 2024,Finished,Landskrona,Orebro,0,0,1.85,3.90,4.49
18 May 2024,Superettan 2024,Finished,Oddevold,Brage,1,1,2.63,3.40,2.94
18 May 2024,Superettan 2024,Finished,Degerfors,Orgryte,4,1,2.13,3.70,3.42
18 May 2024,Superettan 2024,Finished,Skovde AIK,Ostersund,1,0,3.30,3.39,2.27
17 May 2024,Superettan 2024,Finished,Gefle,Sundsvall,1,0,2.31,3.40,3.21
17 May 2024,Superettan 2024,Finished,Trelleborg,Helsingborg,0,0,2.70,3.40,2.70
17 May 2024,Superettan 2024,Finished,Utsikten,Oster,1,1,3.30,3.58,2.21
14 May 2024,Superettan 2024,Finished,Orebro,Degerfors,2,1,3.07,3.45,2.47
12 May 2024,Superettan 2024,Finished,Brage,Ostersund,2,1,2.02,3.50,4.33
12 May 2024,Superettan 2024,Finished,Helsingborg,Sandviken,2,2,2.04,3.75,4.33
12 May 2024,Superettan 2024,Finished,Gefle,Skovde AIK,2,0,2.11,3.65,3.83
11 May 2024,Superettan 2024,Finished,Sundsvall,Landskrona,1,3,2.94,3.50,2.50
11 May 2024,Superettan 2024,Finished,Varberg,Orgryte,1,3,2.15,3.75,3.53
11 May 2024,Superettan 2024,Finished,Trelleborg,Utsikten,2,2,2.54,3.50,2.88
10 May 2024,Superettan 2024,Finished,Oster,Oddevold,3,0,2.04,3.61,4.00
07 May 2024,Superettan 2024,Finished,Orgryte,Helsingborg,0,1,2.62,3.56,2.70
06 May 2024,Superettan 2024,Finished,Varberg,Trelleborg,0,1,2.25,3.52,3.45
05 May 2024,Superettan 2024,Finished,Ostersund,Orebro,1,1,2.12,3.48,4.20
04 May 2024,Superettan 2024,Finished,Degerfors,Landskrona,1,3,2.00,3.85,4.75
04 May 2024,Superettan 2024,Finished,Oster,Gefle,0,0,1.44,5.26,7.08
04 May 2024,Superettan 2024,Finished,Utsikten,Skovde AIK,4,1,1.65,4.33,6.50
04 May 2024,Superettan 2024,Finished,Sandviken,Brage,0,1,2.64,3.56,2.65
04 May 2024,Superettan 2024,Finished,Oddevold,Sundsvall,1,0,2.04,3.76,4.71
30 Apr 2024,Superettan 2024,Finished,Skovde AIK,Oddevold,0,0,3.40,3.36,2.42
29 Apr 2024,Superettan 2024,Finished,Trelleborg,Degerfors,1,1,3.43,3.60,2.19
28 Apr 2024,Superettan 2024,Finished,Orebro,Brage,2,1,3.06,3.43,2.44
28 Apr 2024,Superettan 2024,Finished,Helsingborg,Ostersund,0,0,2.02,3.53,3.90
27 Apr 2024,Superettan 2024,Finished,Orgryte,Oster,2,2,4.01,3.63,1.95
27 Apr 2024,Superettan 2024,Finished,Gefle,Sandviken,2,2,2.99,3.35,2.48
27 Apr 2024,Superettan 2024,Finished,Landskrona,Utsikten,1,0,2.34,3.40,3.15
27 Apr 2024,Superettan 2024,Finished,Sundsvall,Varberg,1,1,2.82,3.40,2.52
23 Apr 2024,Superettan 2024,Finished,Degerfors,Helsingborg,2,1,1.74,3.91,4.80
22 Apr 2024,Superettan 2024,Finished,Orebro,Varberg,3,1,2.76,3.38,2.70
21 Apr 2024,Superettan 2024,Finished,Brage,Landskrona,1,1,2.11,3.43,3.77
21 Apr 2024,Superettan 2024,Finished,Oddevold,Gefle,2,1,2.02,3.58,4.70
20 Apr 2024,Superettan 2024,Finished,Ostersund,Orgryte,1,1,1.85,3.78,4.40
20 Apr 2024,Superettan 2024,Finished,Utsikten,Sundsvall,1,0,2.10,3.62,4.80
20 Apr 2024,Superettan 2024,Finished,Sandviken,Oster,1,0,3.25,3.55,2.36
20 Apr 2024,Superettan 2024,Finished,Skovde AIK,Trelleborg,1,0,3.13,3.36,2.42
16 Apr 2024,Superettan 2024,Finished,Oster,Orebro,2,0,1.69,3.82,5.60
15 Apr 2024,Superettan 2024,Finished,Orgryte,Brage,1,2,3.25,3.35,2.27
15 Apr 2024,Superettan 2024,Finished,Gefle,Degerfors,2,2,4.11,3.65,1.99
14 Apr 2024,Superettan 2024,Finished,Helsingborg,Utsikten,1,1,2.38,3.33,3.20
14 Apr 2024,Superettan 2024,Finished,Trelleborg,Sandviken,1,0,2.49,3.31,3.05
13 Apr 2024,Superettan 2024,Finished,Landskrona,Oddevold,2,1,2.13,3.50,3.75
13 Apr 2024,Superettan 2024,Finished,Varberg,Ostersund,2,0,2.29,3.28,3.45
12 Apr 2024,Superettan 2024,Finished,Sundsvall,Skovde AIK,3,1,2.04,3.50,3.95
09 Apr 2024,Superettan 2024,Finished,Helsingborg,Brage,1,1,2.66,3.30,2.84
08 Apr 2024,Superettan 2024,Finished,Oddevold,Orgryte,0,0,2.30,3.54,3.23
07 Apr 2024,Superettan 2024,Finished,Skovde AIK,Landskrona,0,0,3.13,3.73,2.31
07 Apr 2024,Superettan 2024,Finished,Utsikten,Gefle,0,0,1.63,4.33,5.50
06 Apr 2024,Superettan 2024,Finished,Degerfors,Sundsvall,2,0,1.59,4.26,5.70
06 Apr 2024,Superettan 2024,Finished,Sandviken,Orebro,2,1,2.36,3.56,3.45
06 Apr 2024,Superettan 2024,Finished,Varberg,Oster,1,2,3.13,3.50,2.31
06 Apr 2024,Superettan 2024,Finished,Ostersund,Trelleborg,1,0,1.97,3.50,4.40
02 Apr 2024,Superettan 2024,Finished,Oster,Degerfors,1,1,1.96,3.82,3.96
01 Apr 2024,Superettan 2024,Finished,Brage,Varberg,1,0,2.05,3.67,4.00
01 Apr 2024,Superettan 2024,Finished,Gefle,Helsingborg,2,3,3.40,3.45,2.27
01 Apr 2024,Superettan 2024,Finished,Orebro,Skovde AIK,0,1,1.73,4.00,4.80
31 Mar 2024,Superettan 2024,Finished,Landskrona,Sandviken,4,0,2.42,3.65,3.20
31 Mar 2024,Superettan 2024,Finished,Trelleborg,Oddevold,1,2,2.37,3.40,3.57
30 Mar 2024,Superettan 2024,Finished,Orgryte,Utsikten,1,2,2.71,3.51,2.75
30 Mar 2024,Superettan 2024,Finished,Sundsvall,Ostersund,1,0,2.72,3.46,2.68
11 Nov 2023,Superettan 2023,Finished,AFC Eskilstuna,Orebro,3,0,2.83,3.70,2.50
11 Nov 2023,Superettan 2023,Finished,Brage,Jonkoping,4,0,2.50,3.65,2.82
11 Nov 2023,Superettan 2023,Finished,GAIS,Utsikten,0,1,1.98,4.07,3.62
11 Nov 2023,Superettan 2023,Finished,Gefle,Trelleborg,1,1,2.15,4.00,3.70
11 Nov 2023,Superettan 2023,Finished,Skovde AIK,Helsingborg,1,0,2.75,3.45,2.70
11 Nov 2023,Superettan 2023,Finished,Landskrona,Orgryte,1,2,3.10,3.92,2.22
11 Nov 2023,Superettan 2023,Finished,Oster,Sundsvall,4,0,1.22,7.40,15.00
11 Nov 2023,Superettan 2023,Finished,Vasteras SK,Ostersund,0,2,1.66,4.50,5.50
05 Nov 2023,Superettan 2023,Finished,Sundsvall,AFC Eskilstuna,1,1,2.00,3.75,3.61
05 Nov 2023,Superettan 2023,Finished,Trelleborg,Skovde AIK,2,2,3.30,3.98,2.18
05 Nov 2023,Superettan 2023,Finished,Jonkoping,GAIS,0,2,5.21,4.20,1.71
04 Nov 2023,Superettan 2023,Finished,Orebro,Landskrona,4,0,1.53,4.54,6.50
04 Nov 2023,Superettan 2023,Finished,Helsingborg,Brage,2,0,2.04,3.77,3.70
04 Nov 2023,Superettan 2023,Finished,Orgryte,Vasteras SK,1,0,3.00,3.98,2.30
04 Nov 2023,Superettan 2023,Finished,Ostersund,Oster,1,2,5.00,4.12,1.81
04 Nov 2023,Superettan 2023,Finished,Utsikten,Gefle,0,0,1.37,5.18,9.09
31 Oct 2023,Superettan 2023,Finished,Sundsvall,Orgryte,1,0,2.74,3.80,2.96
29 Oct 2023,Superettan 2023,Finished,Oster,Brage,1,0,1.72,4.27,5.61
29 Oct 2023,Superettan 2023,Finished,Vasteras SK,GAIS,2,1,2.63,3.65,2.75
29 Oct 2023,Superettan 2023,Finished,Skovde AIK,Utsikten,2,0,3.00,3.86,2.20
28 Oct 2023,Superettan 2023,Finished,AFC Eskilstuna,Jonkoping,2,2,2.40,3.65,2.95
28 Oct 2023,Superettan 2023,Finished,Trelleborg,Helsingborg,0,0,3.05,3.65,2.50
28 Oct 2023,Superettan 2023,Finished,Ostersund,Orebro,4,3,3.00,3.60,2.45
28 Oct 2023,Superettan 2023,Finished,Gefle,Landskrona,3,3,2.88,3.80,2.80
24 Oct 2023,Superettan 2023,Finished,Orebro,Sundsvall,0,1,1.80,4.00,4.78
24 Oct 2023,Superettan 2023,Finished,Utsikten,Oster,2,1,2.52,3.50,2.86
23 Oct 2023,Superettan 2023,Finished,Jonkoping,Skovde AIK,2,2,2.34,3.79,3.10
22 Oct 2023,Superettan 2023,Finished,Brage,AFC Eskilstuna,4,0,1.93,3.75,4.50
22 Oct 2023,Superettan 2023,Finished,Orgryte,Trelleborg,0,2,1.80,4.00,4.40
22 Oct 2023,Superettan 2023,Finished,Landskrona,Vasteras SK,0,1,4.09,3.94,1.85
21 Oct 2023,Superettan 2023,Finished,Helsingborg,Gefle,0,0,1.58,4.39,5.73
21 Oct 2023,Superettan 2023,Finished,GAIS,Ostersund,2,1,1.34,5.51,9.80
08 Oct 2023,Superettan 2023,Finished,Sundsvall,Brage,1,2,3.21,3.54,2.25
08 Oct 2023,Superettan 2023,Finished,Orgryte,Utsikten,2,2,2.60,3.35,2.80
08 Oct 2023,Superettan 2023,Finished,AFC Eskilstuna,Landskrona,0,1,2.50,3.53,2.75
08 Oct 2023,Superettan 2023,Finished,Trelleborg,GAIS,0,6,6.50,4.75,1.50
07 Oct 2023,Superettan 2023,Finished,Ostersund,Helsingborg,1,0,2.10,3.47,3.60
07 Oct 2023,Superettan 2023,Finished,Skovde AIK,Gefle,3,1,1.73,4.12,4.50
07 Oct 2023,Superettan 2023,Finished,Vasteras SK,Jonkoping,3,1,1.36,5.28,8.00
07 Oct 2023,Superettan 2023,Finished,Oster,Orebro,3,0,1.95,3.75,3.75
03 Oct 2023,Superettan 2023,Finished,GAIS,Oster,1,0,2.06,3.75,3.81
03 Oct 2023,Superettan 2023,Finished,Gefle,Orgryte,0,1,4.33,3.80,2.11
03 Oct 2023,Superettan 2023,Finished,Helsingborg,Orebro,4,1,3.01,3.55,2.37
03 Oct 2023,Superettan 2023,,,,-1,-1,,,
03 Oct 2023,Superettan 2023,Finished,Landskrona,Sundsvall,2,2,1.91,4.07,3.75
02 Oct 2023,Superettan 2023,Finished,Utsikten,AFC Eskilstuna,1,1,1.70,4.32,6.00
02 Oct 2023,Superettan 2023,Finished,Brage,Skovde AIK,3,2,1.67,4.06,5.18
02 Oct 2023,Superettan 2023,Finished,Jonkoping,Ostersund,1,1,2.73,3.30,2.73
01 Oct 2023,Superettan 2023,Finished,Vasteras SK,Trelleborg,3,0,1.44,5.09,7.40
28 Sep 2023,Superettan 2023,Finished,Orgryte,GAIS,1,4,4.34,3.90,1.81
28 Sep 2023,Superettan 2023,Finished,Sundsvall,Gefle,2,2,1.86,3.80,4.34
28 Sep 2023,Superettan 2023,Finished,Trelleborg,Jonkoping,2,1,2.06,3.63,3.80
28 Sep 2023,Superettan 2023,Finished,Orebro,Utsikten,5,1,2.24,3.54,3.45
27 Sep 2023,Superettan 2023,Finished,Ostersund,Brage,2,0,2.66,3.34,2.88
27 Sep 2023,Superettan 2023,Finished,AFC Eskilstuna,Vasteras SK,1,2,4.75,4.01,1.76
27 Sep 2023,Superettan 2023,Finished,Oster,Helsingborg,1,1,1.44,4.80,7.00
27 Sep 2023,Superettan 2023,Finished,Skovde AIK,Landskrona,4,2,2.60,3.77,2.64
24 Sep 2023,Superettan 2023,Finished,Utsikten,Trelleborg,2,3,1.79,3.88,5.00
23 Sep 2023,Superettan 2023,Finished,Gefle,GAIS,0,6,6.50,4.52,1.59
23 Sep 2023,Superettan 2023,Finished,Jonkoping,Orgryte,2,1,2.84,3.70,2.50
23 Sep 2023,Superettan 2023,Finished,Skovde AIK,Ostersund,5,1,3.39,3.50,2.27
23 Sep 2023,Superettan 2023,Finished,Vasteras SK,Sundsvall,2,0,1.44,5.03,7.00
23 Sep 2023,Superettan 2023,Finished,Landskrona,Oster,2,2,4.09,4.00,1.88
22 Sep 2023,Superettan 2023,Finished,Helsingborg,AFC Eskilstuna,1,0,2.17,3.60,3.42
22 Sep 2023,Superettan 2023,Finished,Brage,Orebro,2,1,2.46,3.50,3.10
18 Sep 2023,Superettan 2023,Finished,Jonkoping,Landskrona,1,2,2.50,3.61,2.98
18 Sep 2023,Superettan 2023,Finished,Oster,Vasteras SK,2,2,2.22,3.75,3.25
17 Sep 2023,Superettan 2023,Finished,Orebro,Skovde AIK,5,3,1.57,4.33,5.90
17 Sep 2023,Superettan 2023,Finished,Sundsvall,Utsikten,1,0,3.26,3.61,2.25
17 Sep 2023,Superettan 2023,Finished,GAIS,Helsingborg,4,1,1.47,4.75,6.80
16 Sep 2023,Superettan 2023,Finished,Brage,Trelleborg,1,1,1.84,3.85,4.33
16 Sep 2023,Superettan 2023,Finished,Ostersund,Gefle,2,2,1.66,4.00,5.89
16 Sep 2023,Superettan 2023,Finished,AFC Eskilstuna,Orgryte,1,3,2.46,3.50,2.96
03 Sep 2023,Superettan 2023,Finished,Trelleborg,AFC Eskilstuna,2,0,2.39,3.50,3.14
03 Sep 2023,Superettan 2023,Finished,Helsingborg,Sundsvall,3,2,2.15,3.63,3.45
02 Sep 2023,Superettan 2023,Finished,Vasteras SK,Brage,0,0,1.83,3.90,4.33
02 Sep 2023,Superettan 2023,Finished,Gefle,Jonkoping,1,0,2.66,3.60,2.67
02 Sep 2023,Superettan 2023,Finished,Skovde AIK,Oster,1,2,4.70,3.88,1.76
02 Sep 2023,Superettan 2023,Finished,Landskrona,GAIS,2,1,4.17,3.80,1.95
02 Sep 2023,Superettan 2023,Finished,Utsikten,Ostersund,0,0,2.02,3.42,4.27
